Event;Model;Epochs;K;Dataset;Test;Metric;Value
sdv_eval;GANBLR;10;0;mushrooms;sdv_eval;quality_score;0.5135646977773367
sdv_eval;GANBLR;10;0;mushrooms;sdv_eval;quality_score;0.5075609184128226
sdv_eval;GANBLR;10;0;mushrooms;sdv_eval;quality_score;0.5109773315973944
sdv_eval;GANBLR;10;1;mushrooms;sdv_eval;quality_score;0.706839443176223
sdv_eval;GANBLR;10;1;mushrooms;sdv_eval;quality_score;0.7029673947100574
sdv_eval;GANBLR;10;1;mushrooms;sdv_eval;quality_score;0.7034962527464617
sdv_eval;CTGAN;10;0;mushrooms;sdv_eval;quality_score;0.8333167913156354
sdv_eval;CTGAN;10;0;mushrooms;sdv_eval;quality_score;0.8441245672316253
sdv_eval;CTGAN;10;0;mushrooms;sdv_eval;quality_score;0.8427978001062582
sdv_eval;GANBLR;25;0;mushrooms;sdv_eval;quality_score;0.4567550302329699
sdv_eval;GANBLR;25;0;mushrooms;sdv_eval;quality_score;0.4493281508164945
sdv_eval;GANBLR;25;0;mushrooms;sdv_eval;quality_score;0.4579304865493935
sdv_eval;GANBLR;25;1;mushrooms;sdv_eval;quality_score;0.6890263660300908
sdv_eval;GANBLR;25;1;mushrooms;sdv_eval;quality_score;0.6926220654947133
sdv_eval;GANBLR;25;1;mushrooms;sdv_eval;quality_score;0.6902387986213689
sdv_eval;CTGAN;25;0;mushrooms;sdv_eval;quality_score;0.8444541912607548
sdv_eval;CTGAN;25;0;mushrooms;sdv_eval;quality_score;0.8202427589750176
sdv_eval;CTGAN;25;0;mushrooms;sdv_eval;quality_score;0.8242323044198325
sdv_eval;GANBLR;50;0;mushrooms;sdv_eval;quality_score;0.41543234022843556
sdv_eval;GANBLR;50;0;mushrooms;sdv_eval;quality_score;0.4133176378777175
sdv_eval;GANBLR;50;0;mushrooms;sdv_eval;quality_score;0.4122433797872113
sdv_eval;GANBLR;50;1;mushrooms;sdv_eval;quality_score;0.6832286320919034
sdv_eval;GANBLR;50;1;mushrooms;sdv_eval;quality_score;0.6812005320691339
sdv_eval;GANBLR;50;1;mushrooms;sdv_eval;quality_score;0.6860962395128474
sdv_eval;CTGAN;50;0;mushrooms;sdv_eval;quality_score;0.8601511064663718
sdv_eval;CTGAN;50;0;mushrooms;sdv_eval;quality_score;0.8355956975185028
sdv_eval;CTGAN;50;0;mushrooms;sdv_eval;quality_score;0.8333642279840341
sdv_eval;GANBLR;100;0;mushrooms;sdv_eval;quality_score;0.3937664325484632
sdv_eval;GANBLR;100;0;mushrooms;sdv_eval;quality_score;0.39584488841922527
sdv_eval;GANBLR;100;0;mushrooms;sdv_eval;quality_score;0.3908012758760944
sdv_eval;GANBLR;100;1;mushrooms;sdv_eval;quality_score;0.6768154377893638
sdv_eval;GANBLR;100;1;mushrooms;sdv_eval;quality_score;0.673985779703139
sdv_eval;GANBLR;100;1;mushrooms;sdv_eval;quality_score;0.6772362861807985
sdv_eval;CTGAN;100;0;mushrooms;sdv_eval;quality_score;0.8690490091331399
sdv_eval;CTGAN;100;0;mushrooms;sdv_eval;quality_score;0.8605074896417777
sdv_eval;CTGAN;100;0;mushrooms;sdv_eval;quality_score;0.8688658306136309
sdv_eval;GANBLR;150;0;mushrooms;sdv_eval;quality_score;0.3952342933541958
sdv_eval;GANBLR;150;0;mushrooms;sdv_eval;quality_score;0.39235768512950453
sdv_eval;GANBLR;150;0;mushrooms;sdv_eval;quality_score;0.3955794863411587
sdv_eval;GANBLR;150;1;mushrooms;sdv_eval;quality_score;0.6755704076926221
sdv_eval;GANBLR;150;1;mushrooms;sdv_eval;quality_score;0.6723313346683715
sdv_eval;GANBLR;150;1;mushrooms;sdv_eval;quality_score;0.6696313368091031
sdv_eval;CTGAN;150;0;mushrooms;sdv_eval;quality_score;0.900066995171677
sdv_eval;CTGAN;150;0;mushrooms;sdv_eval;quality_score;0.9055151573535107
sdv_eval;CTGAN;150;0;mushrooms;sdv_eval;quality_score;0.8964540238944579
